Time,EEG
0.596,61.59462738
0.598,32.05170441
0.6,10.02334213
0.602,-3.457092762
0.604,-30.08078194
0.606,59.35507584
0.608,165.0733185
0.61,191.7406769
0.612,197.3661194
0.614,240.7465057
0.616,228.9461975
0.618,175.1914215
0.62,188.9315643
0.622,198.1378174
0.624,219.305191
0.626,122.0530624
0.628,85.00527954
0.63,137.5884857
0.632,108.0368805
0.634,142.6254578
0.636,104.1206436
0.638,313.4583435
0.64,238.9944
0.642,196.7450714
0.644,181.8472748
0.646,143.3571014
0.648,72.42172241
0.65,152.3020477
0.652,41.62826157
0.654,-3.827163935
0.656,11.37163353
0.658,91.11257935
0.66,52.889431
0.662,112.5978012
0.664,47.91456223
0.666,29.55067444
0.668,15.77343941
0.67,125.7072678
0.672,131.3731995
0.674,87.38713074
0.676,-38.09381104
0.678,-75.35624695
0.68,28.96914291
0.682,-86.4180069
0.684,-81.9630661
0.686,-65.69012451
0.688,-13.42859173
0.69,19.98026085
0.692,23.90609932
0.694,-17.39752579
0.696,-48.60186386
0.698,27.22421837
0.7,-2.547230959
0.702,4.232554913
0.704,46.56459427
0.706,117.120079
0.708,88.79335785
0.71,41.54053116
0.712,1.378719687
0.714,45.52932739
0.716,93.02088165
0.718,63.12288284
0.72,27.7526741
0.722,70.86877441
0.724,37.72216415
0.726,-15.14216995
0.728,6.662665367
0.73,-22.71931076
0.732,-42.0288887
0.734,-9.554589272
0.736,-34.68571472
0.738,-29.95188713
0.74,-107.3592072
0.742,-92.72866058
0.744,-55.47305679
0.746,-66.78129578
0.748,-132.5709839
0.75,-55.70926285
0.752,-75.06063843
0.754,-41.37945557
0.756,-19.68042564
0.758,27.94992828
0.76,101.1428146
0.762,69.14094543
0.764,20.57250786
0.766,-28.72493935
0.768,-66.2580719
0.77,-31.70754051
0.772,-21.89728355
0.774,-77.25024414
0.776,-34.83751678
0.778,-130.274231
0.78,-144.9406281
0.782,-93.59376526
0.784,-55.40276718
0.786,-94.66365814
0.788,-83.28309631
0.79,-92.1363678
0.792,-93.31529999
0.794,-152.7738647
0.796,-96.04875946
0.798,-36.42339325
0.8,-1.12996757
0.802,12.65640259
0.804,-44.16506577
0.806,-23.63581085
0.808,-79.05775452
0.81,-86.83078766
0.812,-126.4820557
0.814,-102.4239426
0.816,-135.1430817
0.818,-106.3664398
0.82,-150.1417999
0.822,-103.1580124
0.824,-38.41106415
0.826,-105.5900726
0.828,-74.40609741
0.83,2.031853437
0.832,70.88046265
0.834,19.60206604
0.836,-6.399851322
0.838,-19.15740585
0.84,-28.15208244
0.842,-116.7013016
0.844,-111.5473709
0.846,-175.6964264
0.848,-122.7756042
0.85,-0.757517278
0.852,31.62661934
0.854,-28.6610527
0.856,-82.70275116
0.858,-65.48550415
0.86,-67.94249725
0.862,-71.56993103
0.864,-85.15908051
0.866,-92.28239441
0.868,-14.99952888
0.87,11.09206009
0.872,-10.6199646
0.874,-5.989850521
0.876,20.10656166
0.878,-22.81199074
0.88,-113.1276627
0.882,-138.2299957
0.884,-97.48371124
0.886,-118.8889999
0.888,-86.2090683
0.89,-37.12529373
0.892,68.235672
0.894,61.8494072
0.896,40.3453598
0.898,34.62766647
0.9,52.691185
0.902,-57.08824539
0.904,-33.22973633
0.906,40.1307373
0.908,0.938739359
0.91,-76.48342896
0.912,-8.05356884
0.914,57.55620956
0.916,141.1994934
0.918,47.82504654
0.92,-17.88085175
0.922,57.34873581
0.924,19.14030075
0.926,-27.8371067
0.928,20.04030991
0.93,-12.66360188
0.932,-71.26114655
0.934,-72.77145386
0.936,-53.59989929
0.938,-58.11102676
0.94,-98.79310608
0.942,3.40690589
0.944,-11.46950626
0.946,-8.871098518
0.948,25.49038506
0.95,-98.70746613
0.952,-2.384547234
0.954,50.70756531
0.956,101.2617569
0.958,183.9284363
0.96,139.5665283
0.962,39.32160187
0.964,40.6517868
0.966,14.21613121
0.968,-48.46290207
0.97,10.5755291
0.972,6.401776314
0.974,40.1014061
0.976,0.119686916
0.978,-21.69543266
0.98,1.604350209
0.982,30.22338295
0.984,9.096921921
0.986,99.12796783
0.988,72.19982147
0.99,63.51929855
0.992,45.18984604
0.994,49.15037155
0.996,44.14162445
0.998,49.93912125
1,47.48753738
1.002,-43.3276062
1.004,-65.66919708
1.006,-74.53625488
1.008,-23.24432945
1.01,0.446899414
1.012,81.33409119
1.014,90.42029572
1.016,119.917099
1.018,59.74729538
1.02,55.17943573
1.022,83.11663818
1.024,123.0871506
1.026,141.8257599
1.028,58.63831329
1.03,72.95825958
1.032,30.75634003
1.034,49.63134766
1.036,30.82883835
1.038,22.35646629
1.04,80.12902832
1.042,68.36952209
1.044,-15.53084469
1.046,-23.98148918
1.048,-47.42443085
1.05,-17.93554306
1.052,-58.91649246
1.054,-87.89463806
1.056,-79.04685974
1.058,-44.46759415
1.06,-12.13484192
1.062,42.29317474
1.064,-23.77767754
1.066,41.4604187
1.068,54.42718124
1.07,18.60024452
1.072,-57.8045578
1.074,-47.22578812
1.076,30.08724785
1.078,49.16072845
1.08,8.202395439
1.082,-11.27247715
1.084,59.3098793
1.086,88.30039215
1.088,56.00328445
1.09,22.06268883
1.092,114.5329971
1.094,104.9973373
1.096,76.3757782
1.098,-32.60375595
1.1,-15.56823635
1.102,112.8721542
1.104,109.9354248
1.106,94.1578064
1.108,162.5342407
1.11,126.4157715
1.112,42.92457199
1.114,64.1921463
1.116,62.37428284
1.118,118.1439209
1.12,47.40678787
1.122,-22.82087135
1.124,116.7727127
1.126,83.89589691
1.128,-12.26353455
1.13,80.36762238
1.132,173.7288513
1.134,165.7965393
1.136,111.8522186
1.138,-20.63394737
1.14,-51.98024368
1.142,-40.53816223
1.144,-9.000370979
1.146,52.24274063
1.148,-1.949944615
1.15,22.17858124
1.152,100.2071609
1.154,88.36785126
1.156,32.16452408
1.158,8.814644814
1.16,15.1684351
1.162,62.87620544
1.164,28.1406517
1.166,-18.34507942
1.168,-55.44855118
1.17,-43.99199295
1.172,-85.34490967
1.174,-65.6448822
1.176,-55.66472244
1.178,-87.77498627
1.18,-197.5349121
1.182,-202.8652802
1.184,-174.5599976
1.186,-131.4321899
1.188,-169.0918579
1.19,-141.6831512
1.192,-113.124115
1.194,-105.9736252
1.196,-8.310661316
1.198,26.49361992
1.2,33.27415466
1.202,-16.86931038
1.204,-58.94776917
1.206,-110.007019
1.208,-128.4831238
1.21,-90.14644623
1.212,37.90393448
1.214,57.01697159
1.216,-58.07979584
1.218,-134.6412201
1.22,-38.56756592
1.222,-26.33923531
1.224,-91.64802551
1.226,-77.85159302
1.228,-72.40605164
1.23,100.5652847
1.232,171.6819458
1.234,160.5712585
1.236,42.68547821
1.238,-16.31187439
1.24,48.7504921
1.242,-36.77477264
1.244,-0.575204253
1.246,37.97052765
1.248,15.93778801
1.25,26.36671829
1.252,61.62680817
1.254,63.28102493
1.256,107.2303848
1.258,132.4092407
1.26,110.5766907
1.262,-10.8371563
1.264,-72.06694794
1.266,-92.63826752
1.268,-8.261203766
1.27,11.87049007
1.272,55.31808472
1.274,37.00061798
1.276,44.22252655
1.278,28.88615608
1.28,-19.82719231
1.282,-27.96383476
1.284,-75.91781616
1.286,-45.00204849
1.288,-33.2620697
1.29,-132.1782227
1.292,-193.6851196
1.294,-239.9882507
1.296,-158.1018372
1.298,-109.7017899
1.3,-133.0699921
1.302,-95.10868073
1.304,-62.83677292
1.306,-113.5215454
1.308,-157.567749
1.31,-162.2725983
1.312,-154.7080078
1.314,-169.477951
1.316,-130.6336365
1.318,-114.5232468
1.32,-166.7050934
1.322,-210.7113953
1.324,-373.8317871
1.326,-374.2537231
1.328,-324.456543
1.33,-241.9163055
1.332,-178.4789581
1.334,-133.7423096
1.336,-160.139801
1.338,-154.5297546
1.34,-121.7766495
1.342,-166.4702454
1.344,-39.799366
1.346,-2.934186459
1.348,-66.45919037
1.35,-87.97219086
1.352,-85.532547
1.354,-112.7366257
1.356,-74.38531494
1.358,-100.7728958
1.36,-41.56130981
1.362,-5.944309711
1.364,62.69120407
1.366,102.8512802
1.368,124.210701
1.37,89.01202393
1.372,128.293457
1.374,96.1776886
1.376,61.32643127
1.378,169.740387
1.38,84.76117706
1.382,153.2265625
1.384,194.120697
1.386,183.7063751
1.388,85.74519348
1.39,68.94527435
1.392,104.9077988
1.394,94.85916138
1.396,37.82054901
1.398,56.01174545
1.4,87.90200806
1.402,59.22423935
1.404,-1.167938113
1.406,-79.38813019
1.408,-85.44166565
1.41,-65.08985138
1.412,-82.14025879
1.414,-87.45922089
1.416,-39.21858215
1.418,-55.50862122
1.42,-84.93489838
1.422,-137.4967499
1.424,-86.74208832
1.426,-49.43006516
1.428,-74.79971313
1.43,-155.9576111
1.432,-148.1221924
1.434,-75.23628998
1.436,14.01081848
1.438,35.72019196
1.44,114.7589874
1.442,97.33638
1.444,28.90317726
1.446,-55.10291672
1.448,-42.22037125
1.45,5.009309769
1.452,50.44986725
1.454,-65.30948639
1.456,-22.50717545
1.458,-32.0123558
1.46,-30.58815956
1.462,12.22399235
1.464,8.214604378
1.466,37.32509232
1.468,58.14320755
1.47,-12.18862057
1.472,-78.63990784
1.474,-73.0878067
1.476,17.73521996
1.478,55.92672348
1.48,119.7037048
1.482,118.464241
1.484,33.7372818
1.486,-6.560561657
1.488,-26.81802177
1.49,-38.41638947
1.492,-25.07039452
1.494,-58.04012299
1.496,-41.25606537
1.498,27.84877777
1.5,80.17217255
1.502,145.6530151
1.504,93.54908752
1.506,72.92250061
1.508,2.599522591
1.51,-14.55940819
1.512,15.51178741
1.514,79.60494232
1.516,64.33946228
1.518,71.20094299
1.52,20.98552322
1.522,74.31188965
1.524,94.23361969
1.526,150.0119781
1.528,145.4283905
1.53,127.4023666
1.532,59.20731354
1.534,54.93571472
1.536,62.68197632
1.538,118.9899292
1.54,161.5437012
1.542,169.7998199
1.544,180.5028381
1.546,197.1813965
1.548,172.6131592
1.55,174.857254
1.552,20.18959618
1.554,7.170592308
1.556,47.69185638
1.558,136.4733124
1.56,131.7371674
1.562,44.79073334
1.564,86.94223785
1.566,144.4566803
1.568,169.9059601
1.57,128.6701965
1.572,103.2995148
1.574,76.44517517
1.576,84.99149323
1.578,86.12297058
1.58,85.56168365
1.582,43.56207275
1.584,29.63951111
1.586,35.52838516
1.588,67.36795044
1.59,125.3476028
1.592,67.22592926
1.594,-36.63250351
1.596,-40.49411774
1.598,-13.26601601
1.6,36.88270569
1.602,66.71863556
1.604,27.1363163
1.606,15.75204849
1.608,72.17149353
1.61,49.57905579
1.612,77.4638443
1.614,78.01483917
1.616,132.5955963
1.618,76.0610199
1.62,11.70729256
1.622,15.49131775
1.624,42.6282196
1.626,-14.79645729
1.628,-8.527462006
1.63,136.76651
1.632,229.6096344
1.634,231.0714111
1.636,220.1520844
1.638,114.0255661
1.64,60.97582626
1.642,55.20970535
1.644,58.86214066
1.646,77.89241028
1.648,105.1949234
1.65,124.4773178
1.652,159.348877
1.654,114.0606461
1.656,71.0344162
1.658,81.22045135
1.66,48.50788879
1.662,16.43960571
1.664,11.70755291
1.666,-28.25421715
1.668,-75.22608948
1.67,-33.84523392
1.672,-11.72537708
1.674,8.228204727
1.676,57.46452713
1.678,60.78390884
1.68,77.11524963
1.682,63.72608185
1.684,27.8911438
1.686,6.046118736
1.688,-25.88259125
1.69,-55.10054398
1.692,-55.44088745
1.694,-84.96595764
1.696,-16.85593414
1.698,-10.00385094
1.7,6.548183441
1.702,-7.168113708
1.704,-41.68701172
1.706,-92.79026031
1.708,-126.5734711
1.71,-57.735466
1.712,-27.91730881
1.714,-34.55796814
1.716,-18.81968117
1.718,-25.21938133
1.72,30.71802521
1.722,81.76856232
1.724,75.44941711
1.726,75.21733856
1.728,-16.31301498
1.73,5.684411526
1.732,62.35015488
1.734,106.7795944
1.736,101.468689
1.738,24.7299118
1.74,67.40480042
1.742,99.36891174
1.744,97.28749084
1.746,80.69250488
1.748,-52.54516983
1.75,-29.15830612
1.752,66.06127167
1.754,119.1146698
1.756,105.0854263
1.758,123.3321381
1.76,217.175415
1.762,242.1858673
1.764,175.8829956
1.766,96.76465607
1.768,75.03404236
1.77,82.89588165
1.772,75.19254303
1.774,96.72848511
1.776,102.0415115
1.778,39.48013687
1.78,119.5117188
1.782,117.6027985
1.784,139.690155
1.786,64.32551575
1.788,82.96318054
1.79,38.75524902
1.792,46.17252731
1.794,184.0431061
1.796,134.5676575
1.798,119.8068771
1.8,53.30369568
1.802,17.26114273
1.804,14.27627277
1.806,40.93933868
1.808,46.3828392
1.81,15.38808346
1.812,-80.84133911
1.814,-89.16520691
1.816,-87.43953705
1.818,-69.45903778
1.82,12.82019806
1.822,87.60732269
1.824,88.41491699
1.826,20.58145714
1.828,-62.91974258
1.83,-94.79679108
1.832,-78.12393951
1.834,-57.12004089
1.836,-26.3872757
1.838,11.17155266
1.84,-26.55878258
1.842,2.177664995
1.844,22.71020126
1.846,11.40573978
1.848,35.25160599
1.85,15.09459782
1.852,36.95372772
1.854,-31.56855583
1.856,-93.36312103
1.858,-15.06191635
1.86,-49.35786819
1.862,-73.06800842
1.864,-84.42811584
1.866,-59.32386398
1.868,-60.14760971
1.87,-85.87368011
1.872,-93.71870422
1.874,-67.34355927
1.876,-90.96206665
1.878,-56.53368378
1.88,7.770876408
1.882,53.51134491
1.884,23.69987488
1.886,23.9328804
1.888,68.71800995
1.89,86.49518585
1.892,86.8057785
1.894,54.49185944
1.896,12.20075035
1.898,-8.138624191
1.9,-30.55480003
1.902,-71.07543182
1.904,-77.85302734
1.906,-39.61994553
1.908,-27.59851265
1.91,-8.401312828
1.912,37.29220963
1.914,25.29940414
1.916,33.19318771
1.918,22.73231125
1.92,21.65407944
1.922,32.758255
1.924,33.07651138
1.926,48.61609268
1.928,20.59423065
1.93,14.79510498
1.932,40.23452759
1.934,53.09406662
1.936,53.78474426
1.938,36.25326157
1.94,-0.977316022
1.942,-40.21929169
1.944,-170.0197144
1.946,-209.8986511
1.948,-132.871582
1.95,-70.47639465
1.952,-22.92959404
1.954,-20.93269348
1.956,-55.30348969
1.958,36.87751389
1.96,11.83061409
1.962,-16.71899986
1.964,58.28050232
1.966,72.74169922
1.968,17.65854645
1.97,93.41494751
1.972,140.9607391
1.974,117.6051407
1.976,140.7130737
1.978,136.7367554
1.98,105.2268906
1.982,116.4695511
1.984,124.0102692
1.986,36.42616653
1.988,53.21479034
1.99,92.04703522
1.992,147.6654205
1.994,110.9294968
1.996,0.251646817
1.998,-54.50191498
2,-47.85066223
2.002,-132.5475464
2.004,-65.51811981
2.006,57.59549332
2.008,83.42835999
2.01,92.87809753
2.012,62.67254639
2.014,4.877716541
2.016,-14.81291866
2.018,-59.8863945
2.02,-84.51841736
2.022,-84.46656036
2.024,-104.3069916
2.026,-76.05446625
2.028,35.26663208
2.03,110.2782745
2.032,63.94591141
2.034,15.69660568
2.036,6.129994392
2.038,-11.170825
2.04,59.99259949
2.042,106.2687149
2.044,112.4687271
2.046,104.8889236
2.048,111.0274582
2.05,151.9473267
2.052,148.5916138
2.054,120.3189621
2.056,106.4268723
2.058,105.085968
2.06,123.6206665
2.062,110.3137741
2.064,106.029747
2.066,130.7580261
2.068,130.8243561
2.07,153.387207
2.072,190.8672333
2.074,170.3508606
2.076,160.5371094
2.078,138.0146332
2.08,64.91503906
2.082,39.30004501
2.084,6.546591282
2.086,-9.324861526
2.088,21.35268211
2.09,12.2688427
2.092,17.75537491
2.094,-75.59539795
2.096,-135.9835052
2.098,-195.1876526
2.1,-184.209259
2.102,-191.437912
2.104,-201.6224518
2.106,-111.0413971
2.108,-78.76163483
2.11,-61.57264328
2.112,-69.13937378
2.114,-75.43132782
2.116,-59.32797241
2.118,-31.21452713
2.12,1.644226432
2.122,-9.231287956
2.124,29.79461479
2.126,74.55297089
2.128,40.99921799
2.13,-41.39411163
2.132,-61.58784103
2.134,-46.6542244
2.136,-42.40130997
2.138,-28.22827148
2.14,10.15392971
2.142,73.81159973
2.144,84.08759308
2.146,81.76021576
2.148,46.83628082
2.15,31.60059929
2.152,6.017617226
2.154,-58.20107269
2.156,-53.4949913
2.158,-100.1239319
2.16,-139.9564667
2.162,-239.9915314
2.164,-270.4742737
2.166,-167.866806
2.168,-164.8841095
2.17,-141.6809387
2.172,-183.1386566
2.174,-136.2476501
2.176,-75.73454285
2.178,-97.2130127
2.18,-88.19277191
2.182,-1.479762673
2.184,60.0957756
2.186,22.37738037
2.188,91.52800751
2.19,145.7828674
2.192,109.5113068
2.194,89.30630493
2.196,67.99069977
2.198,132.8395081
2.2,173.3980865
2.202,132.3978424
2.204,74.5591507
2.206,15.03967571
2.208,117.0488434
2.21,112.1734238
2.212,77.09443665
2.214,0.186626151
2.216,-8.545028687
2.218,43.3467598
2.22,84.60886383
2.222,66.18128204
2.224,12.53389168
2.226,-47.1647644
2.228,21.23151588
2.23,42.50748444
2.232,68.98074341
2.234,-23.75191879
2.236,-19.55034637
2.238,-42.3864212
2.24,-53.62034988
2.242,-43.76606369
2.244,-58.9583931
2.246,-111.8433304
2.248,-47.52318573
2.25,0.417904615
2.252,-11.53881454
2.254,-49.2053566
2.256,-38.11912155
2.258,-55.59323883
2.26,51.74072647
2.262,62.7024765
2.264,-16.07934189
2.266,14.00518417
2.268,-22.30348969
2.27,32.65530014
2.272,11.16726685
2.274,-46.16809845
2.276,-28.79915428
2.278,-59.14778519
2.28,-140.3496399
2.282,-130.072525
2.284,-137.0201263
2.286,-60.08901596
2.288,-59.75078583
2.29,-66.8661499
2.292,-28.66452599
2.294,41.14471817
2.296,-18.27526283
2.298,41.58707809
2.3,38.76428604
2.302,-7.208700657
2.304,-29.13015366
2.306,-36.07579422
2.308,-67.39831543
2.31,-122.803009
2.312,-112.1785049
2.314,-46.90725708
2.316,-2.259258509
2.318,-30.90614128
2.32,-50.13622284
2.322,-72.10913086
2.324,-129.2765961
2.326,-162.1134644
2.328,-190.2783203
2.33,-226.16716
2.332,-122.6312637
2.334,-82.22364807
2.336,-80.82854462
2.338,-184.8091736
2.34,-122.7421646
2.342,-112.3772507
2.344,-188.4836578
2.346,-240.2451935
2.348,-322.3717957
2.35,-213.7276764
2.352,-185.6090546
2.354,-176.3782959
2.356,-159.0121155
2.358,-223.6502991
2.36,-182.3251343
2.362,-164.7719269
2.364,-173.7913513
2.366,-111.3534546
2.368,-130.6628876
2.37,-160.0872192
2.372,-234.8724518
2.374,-146.7123413
2.376,-110.660675
2.378,-89.91323853
2.38,-120.8873444
2.382,-181.9763336
2.384,-225.477356
2.386,-267.4278564
2.388,-271.3203735
2.39,-205.1380768
2.392,-107.162941
2.394,-120.514328
2.396,-201.5478973
2.398,-180.168396
2.4,-131.7762909
2.402,-181.8983917
2.404,-213.0180054
2.406,-155.9142151
2.408,-158.3942108
2.41,-211.3990936
2.412,-178.5319977
2.414,-230.782135
2.416,-89.0054245
2.418,-35.82459259
2.42,-54.42095566
2.422,-17.34631348
2.424,-19.08223724
2.426,-2.692959547
2.428,-3.720557928
2.43,30.02363586
2.432,-14.54341316
2.434,-63.83378601
2.436,-55.26916504
2.438,18.6288166
2.44,39.37910843
2.442,63.42186737
2.444,73.23829651
2.446,22.21515465
2.448,22.30995369
2.45,-19.70716286
2.452,-18.92602158
2.454,-31.34545326
2.456,11.98630142
2.458,2.556175709
2.46,1.292080164
2.462,-56.00840759
2.464,-3.928143978
2.466,-109.4400482
2.468,-16.42636871
2.47,36.85419464
2.472,62.38027573
2.474,19.39679909
2.476,17.96242714
2.478,19.73072433
2.48,-5.543431282
2.482,-6.209373474
2.484,69.01123047
2.486,70.41539764
2.488,102.0109406
2.49,69.40452576
2.492,90.57525635
2.494,95.00325775
2.496,72.25577545
2.498,113.7121964
2.5,92.65491486
2.502,29.30095863
2.504,66.72399902
2.506,31.68778801
2.508,74.18313599
2.51,68.44444275
2.512,-17.99539948
2.514,37.69857788
2.516,130.980423
2.518,123.1805801
2.52,59.80072403
2.522,61.37984848
2.524,79.39778137
2.526,21.28494263
2.528,18.40163803
2.53,85.96305847
2.532,131.3645935
2.534,109.628685
2.536,150.3547211
2.538,116.0265274
2.54,61.81807709
2.542,68.22771454
2.544,128.6598969
2.546,89.23181915
2.548,141.6968079
2.55,154.0486145
2.552,170.3001862
2.554,110.4883881
2.556,-24.46968079
2.558,25.3732357
2.56,61.81793976
2.562,45.70772934
2.564,76.67247772
2.566,124.333847
2.568,101.466629
2.57,108.8028488
2.572,72.52497864
2.574,38.22614288
2.576,-22.84086418
2.578,-17.24177742
2.58,9.865956306
2.582,13.64391422
2.584,5.957148552
2.586,-25.62094116
2.588,-29.32881355
2.59,-42.5520134
2.592,-28.28745651
2.594,-37.00711823
2.596,-104.9584656
2.598,-113.4925461
2.6,-11.44586086
2.602,19.66238976
2.604,32.86488342
2.606,-34.87601089
2.608,-55.17620087
2.61,-39.9847641
2.612,27.49747658
2.614,42.98538208
2.616,24.47293854
2.618,11.78601933
2.62,-64.83984375
2.622,-19.03838539
2.624,-60.64110565
2.626,-151.3168335
2.628,-66.05066681
2.63,-4.756169796
2.632,48.03977966
2.634,15.28847122
2.636,-37.03392792
2.638,-46.2142334
2.64,-45.60521698
2.642,5.230808258
2.644,10.15512657
2.646,25.47805786
2.648,92.74758911
2.65,121.9546738
2.652,160.4293213
2.654,179.3357086
2.656,140.5935669
2.658,132.2879028
2.66,171.9562531
2.662,153.7568207
2.664,124.5150909
2.666,120.2448654
2.668,63.31618881
2.67,144.3130646
2.672,152.1624298
2.674,159.7006683
2.676,136.5920715
